date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:55:54	4323/4323	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202016%2021:49:16%20GMT	https://www.extasismotel.com.co/wp-content/themes/thegem/images/admin-images/diagram-dummy.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/themes/thegem/images/admin-images/diagram-dummy.png	(from https://www.extasismotel.com.co/wp-content/themes/thegem/css/thegem-vc_elements.css?ver=4.9.21)
15:55:55	4022/4022	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202016%2021:49:16%20GMT	https://www.extasismotel.com.co/wp-content/themes/thegem/images/admin-images/clients-dummy.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/themes/thegem/images/admin-images/clients-dummy.png	(from https://www.extasismotel.com.co/wp-content/themes/thegem/css/thegem-vc_elements.css?ver=4.9.21)
15:55:56	3221/3221	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202016%2021:49:16%20GMT	https://www.extasismotel.com.co/wp-content/themes/thegem/images/admin-images/counter-dummy.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/themes/thegem/images/admin-images/counter-dummy.png	(from https://www.extasismotel.com.co/wp-content/themes/thegem/css/thegem-vc_elements.css?ver=4.9.21)
15:55:56	4697/4697	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202017%2019:22:26%20GMT	https://www.extasismotel.com.co/wp-content/themes/thegem/images/admin-images/instagram-dummy.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/themes/thegem/images/admin-images/instagram-dummy.png	(from https://www.extasismotel.com.co/wp-content/themes/thegem/css/thegem-vc_elements.css?ver=4.9.21)
15:55:57	847/847	---M--	200	added ('OK')	image/gif	date:Wed,%2023%20May%202018%2023:07:01%20GMT	https://www.extasismotel.com.co/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://www.extasismotel.com.co/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.2)
15:55:58	2983/2983	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Sep%202018%2003:55:16%20GMT	https://www.extasismotel.com.co/wp-content/plugins/meta-slider-and-carousel-with-lightbox/assets/images/arrow-right.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/meta-slider-and-carousel-with-lightbox/assets/images/arrow-right.png	(from https://www.extasismotel.com.co/wp-content/plugins/meta-slider-and-carousel-with-lightbox/assets/css/wp-igsp-public.css?ver=1.1.4)
15:55:59	3008/3008	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Sep%202018%2003:55:16%20GMT	https://www.extasismotel.com.co/wp-content/plugins/meta-slider-and-carousel-with-lightbox/assets/images/arrow-left.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/meta-slider-and-carousel-with-lightbox/assets/images/arrow-left.png	(from https://www.extasismotel.com.co/wp-content/plugins/meta-slider-and-carousel-with-lightbox/assets/css/wp-igsp-public.css?ver=1.1.4)
15:56:00	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20May%202018%2023:13:54%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:01	7536/7536	---M--	200	added ('OK')	font/woff	date:Wed,%2023%20May%202018%2023:13:54%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:02	11968/11968	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20May%202018%2023:13:54%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:03	13691/13691	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2023%20May%202018%2023:13:54%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:04	326/326	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2023%20May%202018%2023:13:54%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:05	326/326	---M--	200	added ('OK')	application/octet-stream	date:Wed,%2023%20May%202018%2023:13:54%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:06	933/933	---M--	200	added ('OK')	image/png	date:Wed,%2023%20May%202018%2023:13:45%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:06	951/951	---M--	200	added ('OK')	image/png	date:Wed,%2023%20May%202018%2023:13:45%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:07	938/938	---M--	200	added ('OK')	image/png	date:Wed,%2023%20May%202018%2023:13:45%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:08	935/935	---M--	200	added ('OK')	image/png	date:Wed,%2023%20May%202018%2023:13:45%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:09	184/184	---M--	200	added ('OK')	image/png	date:Wed,%2023%20May%202018%2023:13:45%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:10	2545/2545	---M--	200	added ('OK')	image/gif	date:Wed,%2023%20May%202018%2023:13:45%20GMT	https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://www.extasismotel.com.co/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
15:56:11	46360/46360	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Aug%202017%2001:10:48%20GMT	https://www.extasismotel.com.co/wp-includes/css/dashicons.min.css	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-includes/css/dashicons.min.css	(from https://www.extasismotel.com.co/wp-content/plugins/forget-about-shortcode-buttons/public/css/button-styles.css?ver=2.1.2)
15:56:12	88536/88536	---M-Z	200	added ('OK')	text/css	date:Fri,%2019%20Jun%202020%2014:23:59%20GMT	https://www.extasismotel.com.co/wp-content/plugins/forget-about-shortcode-buttons/public/css/font-awesome.min.css	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/forget-about-shortcode-buttons/public/css/font-awesome.min.css	(from https://www.extasismotel.com.co/wp-content/plugins/forget-about-shortcode-buttons/public/css/button-styles.css?ver=2.1.2)
15:56:14	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Oct%202022%2020:56:15%20GMT	https://www.extasismotel.com.co/?p=28940	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/indexe219.html	(from https://www.extasismotel.com.co/home/habitaciones/)
15:56:14	2285/2285	---M-Z	200	added ('OK')	application/json	date:Wed,%2005%20Oct%202022%2020:56:15%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fhome%2Fhabitaciones%2F	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed688f.json	(from https://www.extasismotel.com.co/home/habitaciones/)
15:56:15	2380/2380	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Oct%202022%2020:56:16%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fhome%2Fhabitaciones%2F&format=xml	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed86b0	(from https://www.extasismotel.com.co/home/habitaciones/)
15:56:16	130548/130548	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Sep%202018%2017:21:40%20GMT	https://www.extasismotel.com.co/wp-content/uploads/2018/09/BANNER-PRINCIPAL-05.jpg	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/uploads/2018/09/BANNER-PRINCIPAL-05.jpg	(from https://www.extasismotel.com.co/home/habitaciones/)
15:56:18	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Oct%202022%2020:56:19%20GMT	https://www.extasismotel.com.co/?p=28963	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/index3766.html	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:18	2278/2278	---M-Z	200	added ('OK')	application/json	date:Wed,%2005%20Oct%202022%2020:56:19%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnuestra-carta%2F	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed5e9f.json	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:19	2375/2375	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Oct%202022%2020:56:20%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnuestra-carta%2F&format=xml	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed2cc0	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:20	135476/135476	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jun%202020%2000:23:16%20GMT	https://www.extasismotel.com.co/wp-content/uploads/2020/06/CARTA-3.jpg	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/uploads/2020/06/CARTA-3.jpg	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:21	30470/30470	---M-Z	200	added ('OK')	text/css	date:Wed,%2023%20May%202018%2023:05:30%20GMT	https://www.extasismotel.com.co/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.4.7	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min8b06.css	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:22	2461/2461	---M-Z	200	added ('OK')	text/css	date:Wed,%2006%20Jun%202018%2021:13:33%20GMT	https://www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/css/client.css?ver=1.6	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/css/clientf24c.css	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:23	156434/156434	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Jun%202018%2021:13:34%20GMT	https://www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/pdf.min.js?ver=1.5.188	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/pdf.min5e0e.js	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:23	60996/60996	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Jun%202018%2021:13:34%20GMT	https://www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/html2canvas.min.js?ver=0.5	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/html2canvas.min6a79.js	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:25	480350/480350	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Jun%202018%2021:13:34%20GMT	https://www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/three.min.js?ver=0.83	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/three.min9e49.js	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:25	300951/300951	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Jun%202018%2021:13:34%20GMT	https://www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/3d-flip-book.min.js?ver=1.6	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/3d-flip-book.minf24c.js	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:26	21695/21695	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2006%20Jun%202018%2021:13:34%20GMT	https://www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/fullscreen.min.js?ver=1.6	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/plugins/interactive-3d-flipbook-powered-physics-engine/assets/js/fullscreen.minf24c.js	(from https://www.extasismotel.com.co/nuestra-carta/)
15:56:28	2273/2273	---M-Z	200	added ('OK')	application/json	date:Wed,%2005%20Oct%202022%2020:56:29%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Ftips-extasis%2F	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed4da3.json	(from https://www.extasismotel.com.co/tips-extasis/)
15:56:28	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Oct%202022%2020:56:29%20GMT	https://www.extasismotel.com.co/?p=28948	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/index4523.html	(from https://www.extasismotel.com.co/tips-extasis/)
15:56:29	2370/2370	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Oct%202022%2020:56:30%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Ftips-extasis%2F&format=xml	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embedb455	(from https://www.extasismotel.com.co/tips-extasis/)
15:56:30	128793/128793	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Sep%202018%2017:21:44%20GMT	https://www.extasismotel.com.co/wp-content/uploads/2018/09/BANNER-PRINCIPAL-06.jpg	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/uploads/2018/09/BANNER-PRINCIPAL-06.jpg	(from https://www.extasismotel.com.co/tips-extasis/)
15:56:31	25307/25307	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jun%202018%2020:06:13%20GMT	https://www.extasismotel.com.co/wp-content/uploads/2016/11/31936603_619800371702829_7056408448719650816_n-thegem-blog-compact.jpg	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/uploads/2016/11/31936603_619800371702829_7056408448719650816_n-thegem-blog-compact.jpg	(from https://www.extasismotel.com.co/tips-extasis/)
15:56:32	14233/14233	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jun%202018%2020:06:13%20GMT	https://www.extasismotel.com.co/wp-content/uploads/2016/11/32702617_625577327791800_4561185780076118016_n-thegem-blog-compact.jpg	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/uploads/2016/11/32702617_625577327791800_4561185780076118016_n-thegem-blog-compact.jpg	(from https://www.extasismotel.com.co/tips-extasis/)
15:56:33	22300/22300	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jun%202018%2020:06:13%20GMT	https://www.extasismotel.com.co/wp-content/uploads/2016/11/29197006_594831194199747_1401882130926201848_n-thegem-blog-compact.jpg	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/uploads/2016/11/29197006_594831194199747_1401882130926201848_n-thegem-blog-compact.jpg	(from https://www.extasismotel.com.co/tips-extasis/)
15:56:34	12142/12142	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jun%202018%2020:06:14%20GMT	https://www.extasismotel.com.co/wp-content/uploads/2016/11/29386125_598014760548057_5823523215889729368_n-thegem-blog-compact.jpg	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/uploads/2016/11/29386125_598014760548057_5823523215889729368_n-thegem-blog-compact.jpg	(from https://www.extasismotel.com.co/tips-extasis/)
15:56:35	2253/2253	---M-Z	200	added ('OK')	application/json	date:Wed,%2005%20Oct%202022%2020:56:37%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fcontacto%2F	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed5db0.json	(from https://www.extasismotel.com.co/contacto/)
15:56:36	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Oct%202022%2020:56:37%20GMT	https://www.extasismotel.com.co/?p=29002	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/index5dc1.html	(from https://www.extasismotel.com.co/contacto/)
15:56:37	2350/2350	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Oct%202022%2020:56:38%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fcontacto%2F&format=xml	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embedf014	(from https://www.extasismotel.com.co/contacto/)
15:56:38	91403/91403	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Sep%202018%2017:21:36%20GMT	https://www.extasismotel.com.co/wp-content/uploads/2018/09/BANNER-CONTACTO.jpg	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/uploads/2018/09/BANNER-CONTACTO.jpg	(from https://www.extasismotel.com.co/contacto/)
15:56:40	290794/290794	---M--	200	added ('OK')	application/pdf	date:Thu,%2025%20Jun%202020%2016:40:26%20GMT	https://www.extasismotel.com.co/wp-content/uploads/2020/06/AUTORIZACI%c3%93N-PARA-EL-MANEJO-DE-DATOS-PERSONALES.pdf	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-content/uploads/2020/06/AUTORIZACI%c3%93N-PARA-EL-MANEJO-DE-DATOS-PERSONALES.pdf	(from https://www.extasismotel.com.co/contacto/)
15:56:40	2592/2592	---M-Z	200	added ('OK')	application/json	date:Wed,%2005%20Oct%202022%2020:56:41%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnews%2Florem-ipsum-dolor-sit-4%2F	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embedeeb4.json	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit-4/)
15:56:41	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Oct%202022%2020:56:42%20GMT	https://www.extasismotel.com.co/?p=28450	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/index122f.html	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit-4/)
15:56:41	2725/2725	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Oct%202022%2020:56:43%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnews%2Florem-ipsum-dolor-sit-4%2F&format=xml	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed6b38	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit-4/)
15:56:43	2550/2550	---M-Z	200	added ('OK')	application/json	date:Wed,%2005%20Oct%202022%2020:56:44%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnews%2Florem-ipsum-dolor-sit-3%2F	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embedd01c.json	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit-3/)
15:56:43	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Oct%202022%2020:56:44%20GMT	https://www.extasismotel.com.co/?p=28449	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/index0f13.html	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit-3/)
15:56:44	2683/2683	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Oct%202022%2020:56:46%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnews%2Florem-ipsum-dolor-sit-3%2F&format=xml	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed0932	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit-3/)
15:56:46	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Oct%202022%2020:56:47%20GMT	https://www.extasismotel.com.co/?p=28448	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/index5e66.html	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit-2/)
15:56:46	2505/2505	---M-Z	200	added ('OK')	application/json	date:Wed,%2005%20Oct%202022%2020:56:47%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnews%2Florem-ipsum-dolor-sit-2%2F	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed557d.json	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit-2/)
15:56:47	2638/2638	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Oct%202022%2020:56:49%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnews%2Florem-ipsum-dolor-sit-2%2F&format=xml	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed91f7	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit-2/)
15:56:49	2495/2495	---M-Z	200	added ('OK')	application/json	date:Wed,%2005%20Oct%202022%2020:56:50%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnews%2Florem-ipsum-dolor-sit%2F	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed8b2f.json	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit/)
15:56:49	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Oct%202022%2020:56:50%20GMT	https://www.extasismotel.com.co/?p=28446	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/index4414.html	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit/)
15:56:50	2628/2628	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Oct%202022%2020:56:51%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fnews%2Florem-ipsum-dolor-sit%2F&format=xml	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embed5325	(from https://www.extasismotel.com.co/news/lorem-ipsum-dolor-sit/)
15:56:52	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Wed,%2005%20Oct%202022%2020:56:53%20GMT	https://www.extasismotel.com.co/?p=29145	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/index4eb7.html	(from https://www.extasismotel.com.co/sex-shop/)
15:56:52	2253/2253	---M-Z	200	added ('OK')	application/json	date:Wed,%2005%20Oct%202022%2020:56:54%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fsex-shop%2F	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embedf836.json	(from https://www.extasismotel.com.co/sex-shop/)
15:56:54	2350/2350	---M-Z	200	added ('OK')	text/xml	date:Wed,%2005%20Oct%202022%2020:56:55%20GMT	https://www.extasismotel.com.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.extasismotel.com.co%2Fsex-shop%2F&format=xml	C:/Users/New%20User/Desktop/ejemplo/city/www.extasismotel.com.co/wp-json/oembed/1.0/embedab81	(from https://www.extasismotel.com.co/sex-shop/)
